dream_id,coding_type,init,rec,code,char,raw
norms-m_0446,char,,,1MUA,,1MUA
norms-m_0446,agg,1MUA,1FKA,8>,,"{'init': '1MUA', 'code': '8>', 'rec': '1FKA'}"
norms-m_0446,agg,D,,1*,,"{'init': 'D', 'code': '1*'}"
norms-m_0446,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-m_0446,act,1MUA,,V,,"{'init': '1MUA', 'code': 'V'}"
norms-m_0446,act,D,,A,,"{'init': 'D', 'code': 'A'}"
norms-m_0446,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0446,succ,,,,D,{'char': 'D'}
norms-m_0446,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-m_0446,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
norms-m_0446,set,,,AQ,,AQ
norms-m_0446,set,,,OQ,,OQ
norms-m_0446,obj,,,HH,,HH
norms-m_0446,obj,,,TR,,TR
norms-m_0446,obj,,,TR,,TR
norms-m_0446,obj,,,RG,,RG
norms-m_0446,mod,,,V+,,V+
norms-m_0446,mod,,,I+,,I+
norms-m_0447,char,,,1FSA,,1FSA
norms-m_0447,sex,1FSA,D,2>,,"{'init': '1FSA', 'code': '2>', 'rec': 'D'}"
norms-m_0447,sex,D,1FSA,2r,,"{'init': 'D', 'code': '2r', 'rec': '1FSA'}"
norms-m_0447,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0447,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-m_0447,act,1FSA,,M,,"{'init': '1FSA', 'code': 'M'}"
norms-m_0447,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0447,act,1FSA,,P,,"{'init': '1FSA', 'code': 'P'}"
norms-m_0447,act,1FSA,,E,,"{'init': '1FSA', 'code': 'E'}"
norms-m_0447,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0447,act,1FSA,,M,,"{'init': '1FSA', 'code': 'M'}"
norms-m_0447,fail,,,,D,{'char': 'D'}
norms-m_0447,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-m_0447,set,,,OQ,,OQ
norms-m_0447,obj,,,NA,,NA
norms-m_0447,obj,,,ST,,ST
norms-m_0447,obj,,,CL,,CL
norms-m_0447,obj,,,BH,,BH
norms-m_0447,mod,,,S-,,S-
norms-m_0447,mod,,,V+,,V+
norms-m_0448,char,,,2JSA,,2JSA
norms-m_0448,char,,,2MOA,,2MOA
norms-m_0448,char,,,1MOA,,1MOA
norms-m_0448,agg,2MOA,D,6>,,"{'init': '2MOA', 'code': '6>', 'rec': 'D'}"
norms-m_0448,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0448,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0448,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0448,act,D + 2JSA,,L,,"{'init': 'D + 2JSA', 'code': 'L'}"
norms-m_0448,act,2MOA,,V,,"{'init': '2MOA', 'code': 'V'}"
norms-m_0448,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0448,succ,,,,D,{'char': 'D'}
norms-m_0448,mf,,,3,D,"{'code': '3', 'char': 'D'}"
norms-m_0448,set,,,OQ,,OQ
norms-m_0448,set,,,IU,,IU
norms-m_0448,obj,,,TR,,TR
norms-m_0448,obj,,,TR,,TR
norms-m_0448,obj,,,TR,,TR
norms-m_0448,obj,,,TR,,TR
norms-m_0448,obj,,,CL,,CL
norms-m_0448,obj,,,AI,,AI
norms-m_0448,obj,,,AI,,AI
norms-m_0448,mod,,,I+,,I+
norms-m_0448,mod,,,S-,,S-
norms-m_0448,mod,,,S-,,S-
norms-m_0449,char,,,1MOA,,1MOA
norms-m_0449,char,,,2IUA,,2IUA
norms-m_0449,char,,,2MOA,,2MOA
norms-m_0449,agg,2IUA,D,6>,,"{'init': '2IUA', 'code': '6>', 'rec': 'D'}"
norms-m_0449,agg,D,2IUA,7r,,"{'init': 'D', 'code': '7r', 'rec': '2IUA'}"
norms-m_0449,agg,2MOA,D,6r,,"{'init': '2MOA', 'code': '6r', 'rec': 'D'}"
norms-m_0449,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-m_0449,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0449,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0449,act,2IUA,,M,,"{'init': '2IUA', 'code': 'M'}"
norms-m_0449,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0449,act,D,2IUA,P>,,"{'init': 'D', 'code': 'P>', 'rec': '2IUA'}"
norms-m_0449,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
norms-m_0449,set,,,OF,,OF
norms-m_0449,set,,,IF,,IF
norms-m_0449,obj,,,CL,,CL
norms-m_0449,obj,,,RG,,RG
norms-m_0449,obj,,,AV,,AV
norms-m_0449,obj,,,IW,,IW
norms-m_0449,obj,,,CL,,CL
norms-m_0449,mod,,,D-,,D-
norms-m_0449,mod,,,I+,,I+
norms-m_0449,mod,,,I+,,I+
norms-m_0450,char,,,1MKA,,1MKA
norms-m_0450,char,,,1FKA,,1FKA
norms-m_0450,agg,1FKA,D,3>,,"{'init': '1FKA', 'code': '3>', 'rec': 'D'}"
norms-m_0450,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0450,act,D,1MKA,V=,,"{'init': 'D', 'code': 'V=', 'rec': '1MKA'}"
norms-m_0450,act,D + 1MKA,,L,,"{'init': 'D + 1MKA', 'code': 'L'}"
norms-m_0450,act,D,1MKA,V=,,"{'init': 'D', 'code': 'V=', 'rec': '1MKA'}"
norms-m_0450,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0450,act,1FKA,,P,,"{'init': '1FKA', 'code': 'P'}"
norms-m_0450,act,D,1FKA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1FKA'}"
norms-m_0450,act,1FKA,D,Vr,,"{'init': '1FKA', 'code': 'Vr', 'rec': 'D'}"
norms-m_0450,set,,,OF,,OF
norms-m_0450,set,,,OG,,OG
norms-m_0450,set,,,IF,,IF
norms-m_0450,obj,,,RG,,RG
norms-m_0450,obj,,,TR,,TR
norms-m_0450,obj,,,TR,,TR
norms-m_0450,obj,,,AR,,AR
norms-m_0450,obj,,,TR,,TR
norms-m_0450,obj,,,AR,,AR
norms-m_0450,obj,,,NA,,NA
norms-m_0450,obj,,,ST,,ST
norms-m_0450,obj,,,MO,,MO
norms-m_0450,obj,,,IT,,IT
norms-m_0450,mod,,,S+,,S+
norms-m_0450,mod,,,C-,,C-
norms-m_0450,mod,,,S-,,S-
norms-m_0450,mod,,,A-,,A-
norms-m_0451,char,,,2IOA,,2IOA
norms-m_0451,char,,,1FKA,,1FKA
norms-m_0451,char,,,2IOA,,2IOA
norms-m_0451,fri,D,2IOA,3>,,"{'init': 'D', 'code': '3>', 'rec': '2IOA'}"
norms-m_0451,fri,1FKA,D,2>,,"{'init': '1FKA', 'code': '2>', 'rec': 'D'}"
norms-m_0451,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-m_0451,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0451,emot,,,HA,D + 1FKA,"{'code': 'HA', 'char': 'D + 1FKA'}"
norms-m_0451,emot,,,AN,2IOA,"{'code': 'AN', 'char': '2IOA'}"
norms-m_0451,set,,,IQ,,IQ
norms-m_0451,set,,,IQ,,IQ
norms-m_0451,obj,,,AV,,AV
norms-m_0451,obj,,,HH,,HH
norms-m_0451,mod,,,C+,,C+
norms-m_0451,mod,,,S-,,S-
norms-m_0451,mod,,,A-,,A-
norms-m_0451,mod,,,I+,,I+
norms-m_0451,mod,,,C+,,C+
norms-m_0451,mod,,,I+,,I+
norms-m_0451,mod,,,I-,,I-
norms-m_0452,char,,,1MFA,,1MFA
norms-m_0452,char,,,1FTA,,1FTA
norms-m_0452,char,,,1FKA,,1FKA
norms-m_0452,char,,,1MKA,,1MKA
norms-m_0452,fri,1MKA,D,3>,,"{'init': '1MKA', 'code': '3>', 'rec': 'D'}"
norms-m_0452,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0452,act,D,,V,,"{'init': 'D', 'code': 'V'}"
norms-m_0452,act,1MKA,,M,,"{'init': '1MKA', 'code': 'M'}"
norms-m_0452,act,D,1MKA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1MKA'}"
norms-m_0452,act,1MKA,D,Vr,,"{'init': '1MKA', 'code': 'Vr', 'rec': 'D'}"
norms-m_0452,act,1MFA,1MKA,V>,,"{'init': '1MFA', 'code': 'V>', 'rec': '1MKA'}"
norms-m_0452,act,1MKA,1MFA,Vr,,"{'init': '1MKA', 'code': 'Vr', 'rec': '1MFA'}"
norms-m_0452,act,1MFA,1MKA,Vr,,"{'init': '1MFA', 'code': 'Vr', 'rec': '1MKA'}"
norms-m_0452,act,1MKA,1MFA,Vr,,"{'init': '1MKA', 'code': 'Vr', 'rec': '1MFA'}"
norms-m_0452,set,,,IF,,IF
norms-m_0452,obj,,,HH,,HH
norms-m_0452,obj,,,CM,,CM
norms-m_0452,obj,,,HH,,HH
norms-m_0452,obj,,,RG,,RG
norms-m_0452,obj,,,FO,,FO
norms-m_0452,mod,,,S+,,S+
norms-m_0452,mod,,,E+,,E+
norms-m_0453,char,,,1MKA,,1MKA
norms-m_0453,char,,,2MUA,,2MUA
norms-m_0453,char,,,1MFA,,1MFA
norms-m_0453,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0453,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-m_0453,act,1MKA,D,V>,,"{'init': '1MKA', 'code': 'V>', 'rec': 'D'}"
norms-m_0453,act,D,1MKA,Vr,,"{'init': 'D', 'code': 'Vr', 'rec': '1MKA'}"
norms-m_0453,act,1MKA,D,Vr,,"{'init': '1MKA', 'code': 'Vr', 'rec': 'D'}"
norms-m_0453,act,D,1MKA,Vr,,"{'init': 'D', 'code': 'Vr', 'rec': '1MKA'}"
norms-m_0453,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-m_0453,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0453,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0453,act,1MFA,D,V>,,"{'init': '1MFA', 'code': 'V>', 'rec': 'D'}"
norms-m_0453,act,D,1MFA,Vr,,"{'init': 'D', 'code': 'Vr', 'rec': '1MFA'}"
norms-m_0453,act,1MFA,D,Vr,,"{'init': '1MFA', 'code': 'Vr', 'rec': 'D'}"
norms-m_0453,set,,,OF,,OF
norms-m_0453,obj,,,ST,,ST
norms-m_0453,obj,,,TR,,TR
norms-m_0453,obj,,,AV,,AV
norms-m_0453,obj,,,IT,,IT
norms-m_0453,mod,,,A-,,A-
norms-m_0453,mod,,,A-,,A-
norms-m_0454,char,,,1MSA,,1MSA
norms-m_0454,char,,,2MSA,,2MSA
norms-m_0454,char,,,1ANI,,1ANI
norms-m_0454,char,,,1MKA,,1MKA
norms-m_0454,char,,,1MSA,,1MSA
norms-m_0454,char,,,1ISA,,1ISA
norms-m_0454,agg,D + 1MSA+ 2MSA,Q,6>,,"{'init': 'D + 1MSA+ 2MSA', 'code': '6>', 'rec': 'Q'}"
norms-m_0454,agg,1ANI,D + 1MKA,6>,,"{'init': '1ANI', 'code': '6>', 'rec': 'D + 1MKA'}"
norms-m_0454,agg,1ISA,1MSA,5>,,"{'init': '1ISA', 'code': '5>', 'rec': '1MSA'}"
norms-m_0454,fri,D,1MSA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1MSA'}"
norms-m_0454,act,D + 2MSA,,L,,"{'init': 'D + 2MSA', 'code': 'L'}"
norms-m_0454,act,1ANI,,M,,"{'init': '1ANI', 'code': 'M'}"
norms-m_0454,act,D + 1MKA,,M,,"{'init': 'D + 1MKA', 'code': 'M'}"
norms-m_0454,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0454,act,D + 1MKA,,P,,"{'init': 'D + 1MKA', 'code': 'P'}"
norms-m_0454,mf,,,4,D,"{'code': '4', 'char': 'D'}"
norms-m_0454,mf,,,6,1MKA,"{'code': '6', 'char': '1MKA'}"
norms-m_0454,set,,,OU,,OU
norms-m_0454,obj,,,RG,,RG
norms-m_0454,obj,,,TR,,TR
norms-m_0454,obj,,,IW,,IW
norms-m_0454,obj,,,TR,,TR
norms-m_0454,obj,,,NA,,NA
norms-m_0454,obj,,,NA,,NA
norms-m_0454,obj,,,MS,,MS
norms-m_0454,obj,,,MS,,MS
norms-m_0454,mod,,,S-,,S-
norms-m_0454,mod,,,S-,,S-
norms-m_0454,mod,,,A+,,A+
norms-m_0454,mod,,,I+,,I+
norms-m_0454,mod,,,S+,,S+
norms-m_0454,mod,,,A-,,A-
norms-m_0454,mod,,,S+,,S+
norms-m_0454,mod,,,I+,,I+
norms-m_0454,mod,,,A-,,A-
norms-m_0454,mod,,,S+,,S+
norms-m_0455,char,,,2MUA,,2MUA
norms-m_0455,char,,,2ISA,,2ISA
norms-m_0455,char,,,2ANI,,2ANI
norms-m_0455,char,,,2ANI,,2ANI
norms-m_0455,sex,D,,5*,,"{'init': 'D', 'code': '5*'}"
norms-m_0455,act,D + 2MUA,,P,,"{'init': 'D + 2MUA', 'code': 'P'}"
norms-m_0455,act,D + 2MUA,,M,,"{'init': 'D + 2MUA', 'code': 'M'}"
norms-m_0455,act,D + 2MUA,,S,,"{'init': 'D + 2MUA', 'code': 'S'}"
norms-m_0455,act,2ISA,,M,,"{'init': '2ISA', 'code': 'M'}"
norms-m_0455,act,D + 2MUA,,S,,"{'init': 'D + 2MUA', 'code': 'S'}"
norms-m_0455,act,2ANI,,M,,"{'init': '2ANI', 'code': 'M'}"
norms-m_0455,act,D + 2MUA,,S,,"{'init': 'D + 2MUA', 'code': 'S'}"
norms-m_0455,act,D + 2MUA,,C,,"{'init': 'D + 2MUA', 'code': 'C'}"
norms-m_0455,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0455,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0455,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0455,mf,,,3,D + 2MUA,"{'code': '3', 'char': 'D + 2MUA'}"
norms-m_0455,set,,,OU,,OU
norms-m_0455,obj,,,TR,,TR
norms-m_0455,obj,,,RG,,RG
norms-m_0455,obj,,,NA,,NA
norms-m_0455,obj,,,NA,,NA
norms-m_0455,obj,,,RG,,RG
norms-m_0455,obj,,,ST,,ST
norms-m_0455,obj,,,RG,,RG
norms-m_0455,obj,,,NA,,NA
norms-m_0455,obj,,,NA,,NA
norms-m_0455,obj,,,HH,,HH
norms-m_0455,obj,,,MS,,MS
norms-m_0455,mod,,,D-,,D-
norms-m_0455,mod,,,S+,,S+
norms-m_0455,mod,,,S-,,S-
norms-m_0455,mod,,,S-,,S-
norms-m_0455,mod,,,S+,,S+
norms-m_0456,char,,,1MKA,,1MKA
norms-m_0456,char,,,2ISA,,2ISA
norms-m_0456,agg,D,1MKA,7>,,"{'init': 'D', 'code': '7>', 'rec': '1MKA'}"
norms-m_0456,fri,1MKA,D,5>,,"{'init': '1MKA', 'code': '5>', 'rec': 'D'}"
norms-m_0456,act,1MKA,,M,,"{'init': '1MKA', 'code': 'M'}"
norms-m_0456,act,D,1MKA,P>,,"{'init': 'D', 'code': 'P>', 'rec': '1MKA'}"
norms-m_0456,act,D,,A,,"{'init': 'D', 'code': 'A'}"
norms-m_0456,act,1MKA,,M,,"{'init': '1MKA', 'code': 'M'}"
norms-m_0456,act,1MKA,D,P>,,"{'init': '1MKA', 'code': 'P>', 'rec': 'D'}"
norms-m_0456,act,1MKA,,E,,"{'init': '1MKA', 'code': 'E'}"
norms-m_0456,fail,,,,D,{'char': 'D'}
norms-m_0456,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
norms-m_0456,set,,,OU,,OU
norms-m_0456,set,,,IF,,IF
norms-m_0456,obj,,,RG,,RG
norms-m_0456,obj,,,IW,,IW
norms-m_0456,obj,,,AR,,AR
norms-m_0456,obj,,,AD,,AD
norms-m_0456,obj,,,AD,,AD
norms-m_0456,obj,,,BE,,BE
norms-m_0456,mod,,,S+,,S+
norms-m_0456,mod,,,S-,,S-
norms-m_0457,char,,,1MKA,,1MKA
norms-m_0457,char,,,1IKA,,1IKA
norms-m_0457,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0457,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0457,act,1MKA,,P,,"{'init': '1MKA', 'code': 'P'}"
norms-m_0457,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0457,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-m_0457,set,,,OQ,,OQ
norms-m_0457,obj,,,ST,,ST
norms-m_0457,obj,,,NA,,NA
norms-m_0457,obj,,,MS,,MS
norms-m_0457,obj,,,MS,,MS
norms-m_0457,obj,,,MS,,MS
norms-m_0457,obj,,,HH,,HH
norms-m_0457,mod,,,E-,,E-
norms-m_0458,mf,,,5,D,"{'code': '5', 'char': 'D'}"
norms-m_0458,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-m_0458,set,,,IF,,IF
norms-m_0458,obj,,,HH,,HH
norms-m_0458,obj,,,AR,,AR
norms-m_0458,obj,,,AR,,AR
norms-m_0458,obj,,,BH,,BH
norms-m_0458,obj,,,CL,,CL
norms-m_0458,mod,,,S+,,S+
norms-m_0459,char,,,1ANI,,1ANI
norms-m_0459,char,,,2ANI,,2ANI
norms-m_0459,agg,2ANI,D,7>,,"{'init': '2ANI', 'code': '7>', 'rec': 'D'}"
norms-m_0459,fri,D,1ANI,4>,,"{'init': 'D', 'code': '4>', 'rec': '1ANI'}"
norms-m_0459,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0459,act,1ANI,,L,,"{'init': '1ANI', 'code': 'L'}"
norms-m_0459,act,2ANI,D,P>,,"{'init': '2ANI', 'code': 'P>', 'rec': 'D'}"
norms-m_0459,mf,,,5,D,"{'code': '5', 'char': 'D'}"
norms-m_0459,set,,,OQ,,OQ
norms-m_0459,obj,,,AI,,AI
norms-m_0459,obj,,,NA,,NA
norms-m_0459,obj,,,CL,,CL
norms-m_0459,mod,,,S-,,S-
norms-m_0459,mod,,,I+,,I+
norms-m_0460,char,,,2JOA,,2JOA
norms-m_0460,char,,,1MSA,,1MSA
norms-m_0460,fri,1MSA,D,2>,,"{'init': '1MSA', 'code': '2>', 'rec': 'D'}"
norms-m_0460,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0460,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0460,act,2JOA,,M,,"{'init': '2JOA', 'code': 'M'}"
norms-m_0460,act,1MSA,D,V>,,"{'init': '1MSA', 'code': 'V>', 'rec': 'D'}"
norms-m_0460,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0460,set,,,IF,,IF
norms-m_0460,set,,,OF,,OF
norms-m_0460,obj,,,AV,,AV
norms-m_0460,obj,,,AV,,AV
norms-m_0460,obj,,,ST,,ST
norms-m_0460,obj,,,RG,,RG
norms-m_0460,mod,,,S-,,S-
norms-m_0460,mod,,,I+,,I+
norms-m_0461,char,,,1MKA,,1MKA
norms-m_0461,char,,,1MSA,,1MSA
norms-m_0461,char,,,2MSA,,2MSA
norms-m_0461,agg,2MSA,D + 1MKA,7>,,"{'init': '2MSA', 'code': '7>', 'rec': 'D + 1MKA'}"
norms-m_0461,agg,D,2MSA,7r,,"{'init': 'D', 'code': '7r', 'rec': '2MSA'}"
norms-m_0461,agg,1MSA,D + 1MKA,7>,,"{'init': '1MSA', 'code': '7>', 'rec': 'D + 1MKA'}"
norms-m_0461,fri,1MKA,D,5>,,"{'init': '1MKA', 'code': '5>', 'rec': 'D'}"
norms-m_0461,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0461,act,D,1MKA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1MKA'}"
norms-m_0461,act,1MSA,,M,,"{'init': '1MSA', 'code': 'M'}"
norms-m_0461,act,1MKA,D,V>,,"{'init': '1MKA', 'code': 'V>', 'rec': 'D'}"
norms-m_0461,act,1MSA,D,V>,,"{'init': '1MSA', 'code': 'V>', 'rec': 'D'}"
norms-m_0461,act,1MSA,,P,,"{'init': '1MSA', 'code': 'P'}"
norms-m_0461,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0461,act,2MSA,,M,,"{'init': '2MSA', 'code': 'M'}"
norms-m_0461,act,D + 1MKA,,M,,"{'init': 'D + 1MKA', 'code': 'M'}"
norms-m_0461,act,D + 1MKA,2MSA,P>,,"{'init': 'D + 1MKA', 'code': 'P>', 'rec': '2MSA'}"
norms-m_0461,set,,,IU,,IU
norms-m_0461,obj,,,AE,,AE
norms-m_0461,obj,,,AE,,AE
norms-m_0461,obj,,,AD,,AD
norms-m_0461,obj,,,AD,,AD
norms-m_0461,mod,,,I+,,I+
norms-m_0462,char,,,2MSA,,2MSA
norms-m_0462,char,,,1MSA,,1MSA
norms-m_0462,fri,1MSA,D,3>,,"{'init': '1MSA', 'code': '3>', 'rec': 'D'}"
norms-m_0462,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0462,act,D,2MSA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '2MSA'}"
norms-m_0462,act,2MSA,,M,,"{'init': '2MSA', 'code': 'M'}"
norms-m_0462,act,1MSA,,M,,"{'init': '1MSA', 'code': 'M'}"
norms-m_0462,act,1MSA,D,P>,,"{'init': '1MSA', 'code': 'P>', 'rec': 'D'}"
norms-m_0462,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0462,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0462,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0462,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0462,mf,,,4,D,"{'code': '4', 'char': 'D'}"
norms-m_0462,gf,,,,D,{'char': 'D'}
norms-m_0462,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
norms-m_0462,set,,,OG,,OG
norms-m_0462,obj,,,ST,,ST
norms-m_0462,obj,,,CL,,CL
norms-m_0462,obj,,,MO,,MO
norms-m_0462,obj,,,AV,,AV
norms-m_0462,obj,,,MO,,MO
norms-m_0462,obj,,,ST,,ST
norms-m_0462,obj,,,AD,,AD
norms-m_0462,obj,,,AV,,AV
norms-m_0462,obj,,,MO,,MO
norms-m_0462,obj,,,BE,,BE
norms-m_0462,obj,,,BT,,BT
norms-m_0462,mod,,,E-,,E-
norms-m_0462,mod,,,S-,,S-
norms-m_0462,mod,,,D+,,D+
norms-m_0462,mod,,,S+,,S+
norms-m_0462,mod,,,E+,,E+
norms-m_0462,mod,,,I+,,I+
norms-m_0463,char,,,1FSC,,1FSC
norms-m_0463,char,,,1FSA,,1FSA
norms-m_0463,char,,,1FSA,,1FSA
norms-m_0463,char,,,2ISA,,2ISA
norms-m_0463,fri,D + 1FSA,1FSC,4>,,"{'init': 'D + 1FSA', 'code': '4>', 'rec': '1FSC'}"
norms-m_0463,act,D + 1FSC+ 1FSA,,M,,"{'init': 'D + 1FSC+ 1FSA', 'code': 'M'}"
norms-m_0463,act,D + 1FSA,,P,,"{'init': 'D + 1FSA', 'code': 'P'}"
norms-m_0463,act,D + 1FSC+ 1FSA,,M,,"{'init': 'D + 1FSC+ 1FSA', 'code': 'M'}"
norms-m_0463,act,1FSC,,M,,"{'init': '1FSC', 'code': 'M'}"
norms-m_0463,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0463,act,1FSA,,P,,"{'init': '1FSA', 'code': 'P'}"
norms-m_0463,act,1FSA,,P,,"{'init': '1FSA', 'code': 'P'}"
norms-m_0463,act,1FSA+ 2ISA,,E,,"{'init': '1FSA+ 2ISA', 'code': 'E'}"
norms-m_0463,act,1FSA,,P,,"{'init': '1FSA', 'code': 'P'}"
norms-m_0463,act,1FSA+ 2ISA,,E,,"{'init': '1FSA+ 2ISA', 'code': 'E'}"
norms-m_0463,act,1FSA,,P,,"{'init': '1FSA', 'code': 'P'}"
norms-m_0463,act,1FSA,,P,,"{'init': '1FSA', 'code': 'P'}"
norms-m_0463,act,1FSA+ 2ISA,,E,,"{'init': '1FSA+ 2ISA', 'code': 'E'}"
norms-m_0463,mf,,,6,1FSC,"{'code': '6', 'char': '1FSC'}"
norms-m_0463,mf,,,4,1FSA,"{'code': '4', 'char': '1FSA'}"
norms-m_0463,emot,,,CO,1FSA+ 2ISA,"{'code': 'CO', 'char': '1FSA+ 2ISA'}"
norms-m_0463,set,,,OU,,OU
norms-m_0463,set,,,IU,,IU
norms-m_0463,obj,,,NA,,NA
norms-m_0463,obj,,,NA,,NA
norms-m_0463,obj,,,BE,,BE
norms-m_0463,obj,,,BE,,BE
norms-m_0463,obj,,,NA,,NA
norms-m_0463,obj,,,BE,,BE
norms-m_0463,obj,,,BH,,BH
norms-m_0463,obj,,,AE,,AE
norms-m_0463,obj,,,AD,,AD
norms-m_0463,obj,,,AD,,AD
norms-m_0463,obj,,,IR,,IR
norms-m_0463,obj,,,HH,,HH
norms-m_0463,obj,,,HH,,HH
norms-m_0463,obj,,,BH,,BH
norms-m_0463,obj,,,IR,,IR
norms-m_0463,obj,,,IR,,IR
norms-m_0463,obj,,,BE,,BE
norms-m_0463,obj,,,BE,,BE
norms-m_0463,obj,,,BT,,BT
norms-m_0463,obj,,,BH,,BH
norms-m_0463,mod,,,S-,,S-
norms-m_0463,mod,,,I+,,I+
norms-m_0463,mod,,,I-,,I-
norms-m_0463,mod,,,I-,,I-
norms-m_0463,mod,,,I+,,I+
norms-m_0464,char,,,2JOA,,2JOA
norms-m_0464,char,,,1MKA,,1MKA
norms-m_0464,char,,,2JOA,,2JOA
norms-m_0464,agg,2JOA,D,2>,,"{'init': '2JOA', 'code': '2>', 'rec': 'D'}"
norms-m_0464,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0464,act,2JOA,D,P>,,"{'init': '2JOA', 'code': 'P>', 'rec': 'D'}"
norms-m_0464,act,D,1MKA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1MKA'}"
norms-m_0464,act,1MKA,D,Vr,,"{'init': '1MKA', 'code': 'Vr', 'rec': 'D'}"
norms-m_0464,act,D,2JOA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '2JOA'}"
norms-m_0464,act,2JOA,D,Vr,,"{'init': '2JOA', 'code': 'Vr', 'rec': 'D'}"
norms-m_0464,act,2JOA,,S,,"{'init': '2JOA', 'code': 'S'}"
norms-m_0464,act,2JOA,,E,,"{'init': '2JOA', 'code': 'E'}"
norms-m_0464,set,,,OF,,OF
norms-m_0464,set,,,IF,,IF
norms-m_0464,obj,,,RG,,RG
norms-m_0464,obj,,,AV,,AV
norms-m_0464,obj,,,CM,,CM
norms-m_0464,obj,,,AV,,AV
norms-m_0464,mod,,,I+,,I+
norms-m_0464,mod,,,S+,,S+
norms-m_0464,mod,,,S-,,S-
norms-m_0465,char,,,1FSA,,1FSA
norms-m_0465,act,D + 1FSA,,M,,"{'init': 'D + 1FSA', 'code': 'M'}"
norms-m_0465,act,D,,A,,"{'init': 'D', 'code': 'A'}"
norms-m_0465,act,D,,A,,"{'init': 'D', 'code': 'A'}"
norms-m_0465,act,D + 1FSA,,M,,"{'init': 'D + 1FSA', 'code': 'M'}"
norms-m_0465,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0465,mf,,,3,D + 1FSA,"{'code': '3', 'char': 'D + 1FSA'}"
norms-m_0465,set,,,OU,,OU
norms-m_0465,set,,,IU,,IU
